"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"542","영화상영업","03_13_03_P","3460000","CDFF5211042022000001","20220224","","01","영업/정상","13","영업중","","","","","","","","대구광역시 수성구 범어동 2262 범어 더 리브스퀘어","대구광역시 수성구 범어천로 214, 범어 더 리브스퀘어 5층 521호 (범어동)","42009","주식회사 씨네범어","20220224090312","I","2022-02-26 00:22:49.0","","","","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220224","",
"543","영화상영업","03_13_03_P","4320000","CDFF5211042022000001","20220228","","01","영업/정상","13","영업중","","","","","033-482-1975","","","강원도 양구군 양구읍 상리 353-1 정중앙시네마","강원도 양구군 양구읍 비봉로73번길 52-1, 정중앙시네마 2층","24521","정중앙 시네마","20220302100105","I","2022-03-04 00:22:37.0","","286317.903828184","512226.10134415","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220228","",
"544","영화상영업","03_13_03_P","3680000","CDFF5211042011000001","20110523","","01","영업/정상","13","영업중","","","","","626-1897","","","대전광역시 대덕구 중리동 378-31번지 3층","대전광역시 대덕구 중리서로 64-1  (중리동,3층)","","월드미디어 영상선교센터","20110523101619","I","2018-08-31 23:59:59.0","","237859.61237","318252.101815","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20110523","",
"545","영화상영업","03_13_03_P","3660000","CDFF5211042015000001","20150216","","01","영업/정상","13","영업중","","","","","070-7558-8419","","","대전광역시 서구 도마동 565-25번지 204호","대전광역시 서구 도림3길 5, 204호 (도마동)","302161","스낵컬쳐","20150216110226","I","2018-08-31 23:59:59.0","","233349.016038","312242.780117","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20150216","",
"546","영화상영업","03_13_03_P","3650000","CDFF5211041999000001","19990810","","01","영업/정상","13","영업중","","","","","","","301010","대전광역시 중구 대흥동 4-7번지","대전광역시 중구 대흥로169번길 30  (대흥동)","","서라벌극장","20100713135347","I","2018-08-31 23:59:59.0","","238557.952234","314052.978984","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"547","영화상영업","03_13_03_P","3650000","CDFF5211041999000002","19990810","","01","영업/정상","13","영업중","","","","","","","301060","대전광역시 중구 은행동 52-4번지","대전광역시 중구 중앙로164번길 17  (은행동)","","명화극장","20100713135554","I","2018-08-31 23:59:59.0","","238384.668064","314288.190441","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"548","영화상영업","03_13_03_P","3650000","CDFF5211041999000003","19990810","","01","영업/정상","13","영업중","","","","","","","301060","대전광역시 중구 은행동 65-8번지","대전광역시 중구 중앙로170번길 23  (은행동)","","제일극장","20100713140030","I","2018-08-31 23:59:59.0","","238453.782771","314297.606276","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"549","영화상영업","03_13_03_P","3650000","CDFF5211041999000004","19991015","","01","영업/정상","13","영업중","","","","","","","301060","대전광역시 중구 은행동 40-5번지","대전광역시 중구 중앙로164번길 22-12  (은행동)","","해피월드","20100713140249","I","2018-08-31 23:59:59.0","","238328.059065","314269.872921","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19991015","",
"550","영화상영업","03_13_03_P","3650000","CDFF5211042001000002","20010525","","01","영업/정상","13","영업중","","","","","","","301050","대전광역시 중구 선화동 3-14번지","대전광역시 중구 중앙로 141  (선화동)","","대성흥업(주)","20100713140516","I","2018-08-31 23:59:59.0","","238117.420455","314301.953643","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20010525","",
"551","영화상영업","03_13_03_P","3650000","CDFF5211042004000001","20040202","","01","영업/정상","13","영업중","","","","","","","301212","대전광역시 중구 사정동 269-1번지","","","대전자동차극장(주)","20100713140738","I","2018-08-31 23:59:59.0","","","","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20040202","",
"552","영화상영업","03_13_03_P","3650000","CDFF5211042005000001","20051208","","01","영업/정상","13","영업중","","","","","","","301030","대전광역시 중구 부사동 94-58번지","","","오렌지시네마","20100713140951","I","2018-08-31 23:59:59.0","","","","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20051208","",
"553","영화상영업","03_13_03_P","3650000","CDFF5211042005000002","20051011","","01","영업/정상","13","영업중","","","","","","","301050","대전광역시 중구 선화동 12-2번지","대전광역시 중구 대종로 525-1  (선화동)","","코아커뮤니케이션","20100713141157","I","2018-08-31 23:59:59.0","","237934.170997","314483.479853","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20051011","",
"554","영화상영업","03_13_03_P","3650000","CDFF5211042000000001","20001010","","01","영업/정상","13","영업중","","","","","","","301060","대전광역시 중구 은행동 65-1번지","대전광역시 중구 대종로488번길 54  (은행동)","","수정아트홀","20100713135808","I","2018-08-31 23:59:59.0","","238455.164732","314332.163372","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20001010","",
"555","영화상영업","03_13_03_P","3650000","CDFF5211042001000001","20010530","","01","영업/정상","13","영업중","","","","","","","301010","대전광역시 중구 대흥동 4-5번지","대전광역시 중구 대흥로175번길 25  (대흥동)","","대전극장(2,3관)","20100713135032","I","2018-08-31 23:59:59.0","","238573.829091","314011.020399","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20010530","",
"556","영화상영업","03_13_03_P","3310000","CDFF5211042018000001","20180502","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 965-2 가람빌딩","부산광역시 남구 유엔평화로76번길 26, 가람빌딩 (대연동)","48533","부산예술관","20210323095436","U","2021-03-25 02:40:00.0","","390688.560676822","182959.289181372","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20180502","",
"557","영화상영업","03_13_03_P","3370000","CDFF5211042006000001","20060720","","01","영업/정상","13","영업중","","","","","","","611719","부산광역시 연제구 거제동 1487-1번지 정림빌딩1406호","부산광역시 연제구 법원로 34  (거제동,정림빌딩1406호)","","(주)칸느","20100723170116","I","2018-08-31 23:59:59.0","","388894.283011261","190039.093331432","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20060720","",
"558","영화상영업","03_13_03_P","3320000","CDFF5211042008000001","20080418","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 덕천동 398-2번지","부산광역시 북구 만덕대로 23 (덕천동)","616816","(주)폴라렉스시네마","20111209140525","I","2018-08-31 23:59:59.0","","382731.210151804","192059.745558294","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20080418","",
"559","영화상영업","03_13_03_P","3250000","CDFF5211042007000001","20070320","","01","영업/정상","13","영업중","","","","","","","600045","부산광역시 중구 남포동5가 24-1번지","부산광역시 중구 비프광장로 28  (남포동5가)","","(주)씨네시티부산","20100416154657","I","2018-08-31 23:59:59.0","","384871.0192493","179600.395082956","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20070320","",
"560","영화상영업","03_13_03_P","3330000","CDFF5211042011000002","20111109","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1467 영화의전당 시네마운틴 5층","부산광역시 해운대구 수영강변대로 120 (영화의전당)","612704","재단법인 영화의전당","20220126115003","U","2022-01-28 02:40:00.0","","393724.655115205","187847.348782974","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20111109","",
"561","영화상영업","03_13_03_P","3330000","CDFF5211042011000003","20111228","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 좌동 1467-4번지 지팝상가 8층","부산광역시 해운대구 해운대로 813 (지팝상가 8층)","612031","주식회사 큐엠시네마","20120524134550","I","2018-08-31 23:59:59.0","","398269.05154158","187874.778091232","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20111228","",
"562","영화상영업","03_13_03_P","3330000","CDFF5211042012000002","20120809","","01","영업/정상","13","영업중","","","","","747-6355","","","부산광역시 해운대구 우동 1475번지","부산광역시 해운대구 센텀동로 41-0, 604호 (우동)","612022","씨네플레이","20120809153023","I","2018-08-31 23:59:59.0","","394038.562998688","188042.384551855","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20120809","",
"563","영화상영업","03_13_03_P","3330000","CDFF5211042012000003","20121026","","01","영업/정상","13","영업중","","","","","051-747-1634","","","부산광역시 해운대구 우동 1466-1번지 부산문화콘텐츠콤플렉스","부산광역시 해운대구 수영강변대로 140, 3층 2호 (우동, 부산문화콘텐츠콤플렉스)","612020","(주)브이알코리아","20121026153102","I","2018-08-31 23:59:59.0","","393573.517296519","188018.687138009","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20121026","",
"564","영화상영업","03_13_03_P","3330000","CDFF5211042015000001","20150319","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 재송동 97-51번지 해운대더샵센텀누리 101동 1603호","부산광역시 해운대구 해운대로 253, 101동 1603호 (재송동, 해운대더샵센텀누리)","612828","이지 시네마","20150319164755","I","2018-08-31 23:59:59.0","","393761","188634","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20150319","",
"565","영화상영업","03_13_03_P","3330000","CDFF5211042015000002","20150512","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 좌동 1476-6번지 천년사랑오피스텔 1608호","부산광역시 해운대구 양운로 41, 1608호 (좌동, 좌동 천년사랑오피스텔)","612842","주식회사 더펙부산","20160118134844","I","2018-08-31 23:59:59.0","","398275.475596001","187482.311955366","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20150512","",
